CNES,CO_INE,CO_CBO,MICROAREA
0000655,,322205,
0000655,,322205,
2427427,,322210,
0000477,,322205,
0000426,,322230,
0000477,,322205,
0000558,,322230,
0000418,,322230,
0000655,,322205,
0000655,,322205,
6908268,,322205,
0000655,,322205,
0000655,,322230,
0000655,,223505,
0000655,,223505,
6946283,,223505,
0000477,,322205,
0000655,,322205,
0000477,,322205,
2711613,,322205,
0000604,,322230,
0000604,,322205,
6530389,,322205,
0000655,,322205,
0000655,,322205,
0000655,,322205,
0000477,,322205,
0000531,,223505,
0000655,,322205,
0000655,,223505,
0000655,,322205,
0000655,,223505,
0000396,,322230,
0000477,,322205,
0000558,,322230,
2711923,,322205,
0000604,,322230,
0000604,,322230,
0020516,,322230,
0000655,,322205,
0000655,,223505,
0000655,,223505,
0000809,,322205,
0000477,,322205,
0000477,,223505,
0000655,,223505,
0000604,,223505,
0000655,,223505,
7548559,,322210,
0000655,,322205,
0000655,,322205,
0000655,,322205,
3983730,,322205,
0000655,,322205,
0000671,,322205,
0000655,,322230,
0022438,0000154008,322250,
0000655,,322205,
0000655,,322205,
0000655,,322230,
0000655,,322205,
0000655,,223505,
0000426,,223505,
0000655,,322230,
0000655,,322205,
0000655,,322205,
0000655,,322230,
0000426,,322205,
0000671,,322205,
0000655,,322205,
0000655,,322205,
2802783,,322205,
0020516,,322205,
0000655,,223505,
0000655,,322230,
0000655,,352210,
0000655,,322230,
0000655,,322230,
6946283,,322205,
0000655,,223505,
0134252,,223505,
2427427,,223505,
0000655,,322230,
0000655,,322230,
0000701,,223545,
0000655,,223505,
0000655,,322205,
0000396,,322230,
0000655,,223505,
0000655,,322230,
0000655,,322205,
0002062,0000153400,322250,
0000655,,223505,
0000655,,223525,
0000655,,322205,
0000477,,223505,
6468918,,223505,
0000477,,322205,
0000477,,322245,
0020516,,322230,
0000477,,322205,
0000531,,223505,
0000612,,322230,
0000655,,322205,
0000655,,223525,
0000477,,223505,
0000655,,223525,
0000655,,223505,
0000655,,223505,
0000477,,322230,
0000418,,322205,
0000612,,322205,
0000655,,223505,
0000655,,223505,
0000655,,223505,
0000655,,322205,
0000655,,322205,
0000477,,322205,
0000655,,322205,
0000426,,223505,
0000477,,223505,
0000809,,223505,
0000477,,322205,
0000418,,322205,
0000477,,322230,
0000655,,322230,
0000655,,322230,
0000655,,223505,
0000655,,322230,
0000477,,322205,
0000655,,322205,
0000655,,322230,
0000671,,322230,
0000701,,223545,
0000655,,322205,
0000655,,322205,
0000655,,322230,
0000655,,352210,
0000531,,322230,
0000655,,352210,
0000655,,223505,
0000655,,322205,
0000655,,223505,
0000655,,322205,
2427427,,223505,
0000655,,322205,
2711613,,322205,
0000671,,322230,
0000701,,223545,
0000477,,223505,
0000701,,223545,
0000655,,223505,
0000655,,322205,
0000655,,322205,
0000477,,322205,
0000655,,322205,
0000655,,322205,
0000655,,223505,
0000655,,322205,
0000671,,322205,
0000671,,223505,
0000701,,322230,
0000701,,223505,
0000655,,223505,
0134252,,223505,
0000655,,322230,
0000655,,322230,
0000655,,322230,
0000655,,322230,
0000655,,322205,
0000671,,322230,
0000426,,322205,
0000671,,322230,
0000426,,322230,
0000671,,322230,
0000671,,223505,
0000655,,322205,
0134252,,223505,
0000655,,223505,
0000655,,322205,
0000655,,223530,
0000655,,223505,
0000655,,322230,
0000655,,322205,
0000655,,322205,
0000655,,223505,
0000655,,223505,
3983730,,223505,
0000655,,223505,
0000655,,322230,
0000655,,322230,
0000655,,322230,
0000655,,322230,
0000655,,223505,
0000671,,322205,
2427427,,322205,
0134252,,223505,
0000655,,223505,
0000655,,352210,
0000655,,322205,
0000671,,223545,
0000671,,322230,
6980384,,223505,
0000655,,223525,
0000655,,322230,
0000655,,322205,
0000655,,223505,
0000655,,322230,
0000655,,223505,
0000655,,322205,
0000655,,223505,
0000809,,223505,
0000655,,322230,
0000396,,322205,
0000671,,322230,
0000655,,322205,
0000655,,352210,
0000655,,322230,
0000655,,322230,
0000655,,322205,
0000655,,322230,
0000655,,322230,
0000655,,322205,
0000655,,352210,
0000671,,223545,
7958838,,223545,
0000671,,223545,
0000671,,223505,
0000701,,223545,
0000671,,322230,
0000701,,223545,
0000701,,322205,
0000655,,322205,
0000655,,223505,
7958838,,223505,
0000655,,223505,
0000981,,223505,
0000655,,322230,
0000655,,322230,
0000655,,322230,
0000655,,223505,
0000477,,322205,
0000655,,322205,
0000655,,223505,
0000655,,322205,
0000477,,322205,
2802783,,223505,
0000671,,223505,
2427427,,223505,
0000655,,223505,
0000655,,223505,
0000426,,223505,
0000426,,322205,
0000426,,322205,
0000418,,322205,
3983730,,322205,
0000418,,322205,
0000426,,352210,
0000426,,322205,
0000426,,223505,
0000418,,322205,
0000418,,322230,
0000418,,223505,
0000477,,322205,
0000418,,322205,
0000426,,322205,
0000426,,322205,
0000426,,223505,
0001236,0000153079,223565,
0000418,,322230,
0000418,,322230,
0000418,,322230,
0000418,,322205,
0000426,,322205,
0000418,,322205,
0000426,,223505,
0000426,,322205,
0000418,,223505,
0000418,,322205,
0000418,,322205,
0000418,,322205,
2802783,,322205,
0000426,,322205,
0000418,,322230,
0000426,,223505,
0000418,,223505,
0000418,,322205,
0000426,,322205,
0000477,,322205,
0000655,,322205,
2711613,,322205,
0000655,,223505,
0000671,,223505,
0000701,,223545,
0000655,,322205,
0000655,,515110,
0000655,,352210,
0000655,,322230,
0000655,,322205,
0000671,,322230,
0000671,,322205,
0000701,,322230,
2802783,,322230,
0000655,,223505,
0000655,,223505,
0000655,,322230,
0000655,,223505,
0000655,,322230,
0000655,,322230,
0000655,,322230,
0000655,,322205,
0000671,,322205,
0000655,,322205,
0000418,,322205,
0000418,,223445,
0000418,,223505,
0000418,,322205,
0000418,,223505,
0000418,,223505,
0000418,,322230,
2427427,,322230,
0000418,,223505,
0000418,,223505,
0000418,,322205,
0000418,,322205,
0000418,,322205,
0000418,,322205,
0000418,,223505,
0000418,,322205,
0000418,,223505,
0000418,,223505,
0000418,,223505,
0000396,,322230,
0000396,,322230,
0000477,,223505,
0000396,,223505,
0000396,,223505,
0000396,,322205,
0000396,,322230,
0000396,,322230,
0000396,,322230,
0000396,,322230,
0000396,,322205,
0000396,,223505,
0000396,,322205,
0000396,,322230,
0000396,,322230,
0000396,,322205,
0000396,,223505,
0000396,,322205,
0000396,,223570,
0000396,,223505,
0000396,,322230,
0000655,,322230,
0000396,,322230,
0000426,,322205,
0000396,,322205,
0000396,,223505,
0000426,,322205,
0000418,,223525,
0000418,,322205,
0000426,,322205,
0000426,,223505,
0000418,,223505,
0000418,,322205,
0000418,,322205,
0000426,,322205,
0000426,,322205,
0000418,,322230,
0000655,,322205,
0000418,,322230,
0000418,,322205,
0000426,,322205,
0000418,,322230,
0000418,,322230,
0000418,,322205,
0000418,,322205,
0000418,,322230,
0000418,,322230,
0000418,,322230,
0000418,,322210,
0000418,,322205,
0000418,,322205,
0000418,,322230,
0000418,,322205,
0000418,,322230,
0000418,,322230,
0000418,,322230,
7993412,,251605,
0000418,,322205,
0020516,,322230,
0000418,,322230,
0000418,,322230,
0000418,,322230,
0000418,,322230,
0000418,,322205,
0000396,,322205,
0000418,,322230,
0000418,,322205,
0000418,,322205,
0000396,,223505,
0000396,,322210,
7548559,,322210,
0000396,,322205,
0000396,,322230,
0000396,,223505,
2427427,,322205,
0000396,,322205,
0000396,,322205,
2427427,,322205,
0000477,,322205,
0000396,,322230,
0000396,,322205,
0000396,,322205,
3983730,,223505,
0000396,,322210,
0000396,,223505,
0000396,,223505,
0000418,,322205,
0000418,,223505,
0000418,,322205,
0000418,,223505,
0000418,,223545,
0000418,,223505,
0000418,,322205,
0000418,,322205,
0000418,,322205,
0000418,,223505,
0000396,,322230,
0000396,,223505,
0000396,,223505,
0000396,,322230,
0000396,,322205,
2427427,,322205,
0000396,,322205,
0000396,,322230,
2802783,,223505,
0000396,,223505,
0000396,,322230,
0000396,,322230,
0000396,,322230,
0000396,,322205,
0000396,,322230,
0000477,,322205,
0000396,,223505,
0000396,,223505,
2427427,,223535,
0000396,,322230,
0000671,,322230,
0000396,,322205,
2711613,,322205,
0000396,,322230,
3983730,,322205,
0000396,,322230,
0000396,,223505,
0000477,,322230,
0000396,,322230,
0000396,,223505,
0000396,,223505,
0000396,,322205,
2802783,,223505,
0000396,,322230,
2802783,,322205,
0000396,,322205,
0000396,,322225,
0000396,,322205,
0000396,,322205,
0000396,,322230,
0000655,,223505,
0000426,,223505,
0000396,,322230,
0000396,,322205,
0000396,,223505,
0000396,,322205,
0000396,,223525,
0000396,,223505,
0001317,0000153206,223565,
0000396,,322230,
0000396,,322230,
0000396,,322230,
0000477,,322230,
0000396,,322205,
0000418,,223505,
0000418,,322205,
0000418,,322230,
0000418,,322205,
0000701,,322230,
0000418,,322205,
6362508,0000156051,322245,
0000418,,322230,
0000418,,322205,
0000418,,322230,
0000418,,322205,
0001058,0000152927,322245,
0000701,,322230,
0000418,,322230,
0000418,,322205,
0000418,,322230,
7193971,,223505,
3302016,,223505,
0000396,,322210,
0000418,,322205,
3302016,,322205,
9701036,,322205,
9703659,,322205,
9703810,,322205,
7993412,,322205,
7958838,,223505,
7958838,,223505,
0000396,,322205,
0000396,,322205,
0001015,,322205,
2711613,,322205,
0000396,,322205,
0000396,,322205,
2711613,,322205,
0000396,,223505,
0000396,,223505,
0000396,,322205,
0000396,,322205,
0000396,,223505,
0000396,,223505,
0000396,,322230,
0000396,,223505,
2802783,,223505,
0000396,,223505,
0000396,,223505,
0000396,,223505,
0000396,,322205,
0000396,,322205,
0000396,,322230,
3983730,,322205,
0000396,,223505,
0000418,,322205,
0000396,,322205,
0000418,,322205,
0000418,,322205,
0000418,,223545,
0000418,,223505,
0000418,,322205,
0000418,,223505,
9069569,0002435799,223565,
0000418,,322205,
0000418,,223525,
0000418,,322205,
0000418,,322230,
0000418,,223505,
0000655,,322205,
0000418,,223505,
0000981,,223525,
0000418,,322205,
6475345,,322205,
0000418,,322205,
0024538,0001710583,322245,
0000418,,322205,
0000418,,322230,
3983730,,322205,
0000418,,223505,
0000418,,223525,
0000418,,223525,
0000418,,322205,
0000418,,223545,
0020516,,223545,
0000396,,322230,
0000396,,322230,
0000396,,223505,
0000396,,322205,
2802783,,322205,
3302032,0000155306,223565,
3380300,0000155373,322245,
2802783,,322205,
2802783,,322230,
2802783,,322205,
2802783,,223505,
2802783,,223505,
2802783,,322230,
2802783,,515215,
2802783,,322205,
2802783,,322205,
2802783,,322230,
2802783,,322230,
2802783,,223505,
2802783,,223505,
2802783,,322230,
3505812,,322205,
2802783,,322205,
2802783,,322230,
0000809,,322205,
2802783,,223505,
2802783,,322205,
2802783,,322230,
2802783,,322205,
2802783,,322205,
2802783,,223505,
2802783,,322230,
2802783,,322230,
2802783,,322205,
2802783,,322230,
2802783,,322230,
3470253,0000155462,223565,
3470253,0000155462,322245,
2802783,,322205,
2802783,,322205,
2802783,,322235,
2802783,,322230,
2802783,,322230,
0001244,0000153133,322245,
2802783,,322205,
2802783,,322230,
2802783,,322230,
3153584,0000155209,223505,
2802783,,322230,
2802783,,322205,
2802783,,322230,
2802783,,322205,
2802783,,223505,
2802783,,322230,
2802783,,322205,
2802783,,223505,
2802783,,322205,
2802783,,223505,
3153460,0000155098,223565,
2802783,,322230,
0000655,,221205,
2802783,,322205,
2802783,,322205,
3153479,0000155101,322250,
3301974,0001465201,223565,
3301974,0001465201,322250,
3371328,0000155322,322250,
3371328,0002399806,322245,
3470261,0000155497,223565,
2802783,,322205,
2802783,,322230,
2802783,,223505,
2802783,,322205,
3153479,0000155128,223565,
3302016,,322205,
3983730,,223505,
2802783,,322205,
2802783,,223505,
2802783,,322230,
2802783,,322205,
2802783,,223505,
3153479,0000155136,223565,
3302016,,322205,
2802783,,322205,
2802783,,322205,
2802783,,322205,
2802783,,322205,
2802783,,322205,
2802783,,322230,
3301990,,322230,
2802783,,223505,
2802783,,322230,
2802783,,322205,
2802783,,322230,
2802783,,322230,
2802783,,322205,
0020516,,322205,
2802783,,322205,
5396670,,322205,
2802783,,322205,
2802783,,322205,
3302024,,223505,
2802783,,322205,
2802783,,322230,
2802783,,223505,
2802783,,322230,
2802783,,322205,
2802783,,322230,
2802783,,223505,
3301990,,322230,
0026387,0000154393,322250,
3301990,,322230,
0029068,0002399288,322245,
3505812,,322205,
3505812,,516220,
2802783,,322205,
2802783,,322205,
2802783,,322205,
2802783,,223505,
6908268,,223505,
6908268,,322205,
6946283,,223505,
7404379,0001501011,223565,
7547676,,322205,
7958838,,322205,
7958838,,322205,
7958838,,322205,
7958838,,223505,
6983499,,322205,
6983499,,322205,
7548419,,322205,
3983730,,322205,
7548427,,322205,
7958838,,322205,
7958838,,322205,
7415788,0001509012,322245,
7548559,,223505,
7958838,,223505,
7958838,,322205,
7958838,,223505,
7958838,,322205,
7958838,,322205,
7958838,,322205,
6908268,,223505,
6908268,,322205,
6908268,,322205,
6908268,,322205,
6983545,,322230,
0000418,,223505,
7958838,,322205,
7958838,,322205,
7958838,,223505,
3983730,,322205,
6983669,,322205,
6983685,,223505,
7649037,,322230,
7958838,,322205,
7958838,,322205,
6908268,,322205,
6908268,,322205,
6908268,,322205,
7890370,,131210,
7958838,,223505,
6908268,,322205,
3983730,,223505,
6983243,,223505,
7415788,0002400820,223565,
7775504,,223505,
7958838,,322205,
7958838,,322205,
7958838,,223545,
3302016,,223505,
2802783,,322205,
2802783,,322205,
2802783,,322230,
2802783,,322205,
7775504,,322205,
7890370,,322205,
6908268,,322205,
0134252,,322205,
6916325,,223505,
7958838,,322205,
6908268,,322205,
6908268,,322205,
6908268,,322205,
6908268,,322205,
6916325,0000156124,322250,
7958838,,223505,
7958838,,322205,
7958838,,322205,
7958838,,223505,
6908268,,322205,
6908268,,322205,
7958838,,223505,
6908268,,322205,
7958838,,322205,
6908268,,322205,
6908268,,322205,
2802783,,322230,
6983375,,322205,
7958838,,322205,
7958838,,223505,
7958838,,322205,
7958838,,223505,
6908268,,223505,
6908268,,223505,
6946283,,322205,
6946283,,322205,
6983413,,322205,
7168403,,223505,
7574185,,223505,
7946651,,223505,
7958838,,322205,
7958838,,322205,
7958838,,322205,
6908268,,322205,
6983421,,322205,
7574185,0001549294,223505,
7845367,0001593935,322245,
7958838,,223505,
7958838,,322205,
7958838,,322205,
6908268,,322205,
6908268,,322205,
6908268,,322205,
6908268,,322205,
6908268,,223505,
6946283,,322205,
6983464,,322205,
7574215,0001549316,223505,
7958838,,322205,
7958838,,223505,
6908268,,322205,
0000655,,322205,
3983730,,322205,
3983730,,322205,
0026204,0000154199,223565,
3983730,,223525,
0000655,,322205,
3983730,,322205,
3983730,,223505,
3983730,,223505,
5369169,,223505,
3983730,,322205,
3983730,,322205,
3983730,,322205,
3983730,,223505,
3983730,,223505,
3983730,,223505,
3983730,,223580,
5396670,,223505,
3983730,,322205,
3983730,,223505,
0000418,,223505,
3983730,,322205,
3983730,,223505,
6008984,0000155993,223565,
6468918,,131225,
3983730,,322205,
0000396,,322205,
3983730,,322230,
3983730,,223505,
0000671,,223505,
6468918,,223505,
3983730,,223505,
3983730,,322205,
3983730,,322230,
0020516,,322230,
3983730,,223505,
4271955,,223505,
6334067,0000156000,223505,
6468918,,223505,
3983730,,322205,
2427427,,322230,
3983730,,322205,
5392136,0000155896,322250,
2427427,,223505,
5601037,0002399741,322245,
3983730,,322205,
3983730,,322205,
3983730,,223505,
7958838,,223505,
7958838,,322205,
6908268,,223505,
6908268,,322205,
0000655,,322205,
6916325,,322205,
6983308,,322205,
3983730,,322205,
5396670,,322205,
5396670,,223505,
5396670,,223505,
3983730,,322205,
0000655,,223505,
3983730,,322205,
2711613,,322205,
3983730,,322205,
3983730,,322205,
3983730,,322205,
5342074,0001676865,322245,
3983730,,322205,
5396670,,322205,
3822141,,322205,
6362508,,322205,
0000655,,322205,
3983730,,322205,
3983730,,223505,
3983730,,322205,
2802783,,322205,
3983730,,322205,
3983730,,322205,
3983730,,322205,
3983730,,223505,
5396670,,322205,
3983730,,223505,
3983730,,322205,
3983730,,322205,
5139155,0000155721,322250,
5356881,0000155829,322245,
5396670,,322205,
3983730,,322205,
3983730,,223505,
3983730,,322205,
3983730,,322205,
3983730,,223505,
3983730,,322205,
3983730,,322205,
0000477,,322230,
3983730,,322205,
4426150,0002427788,223565,
5396670,,322205,
3983730,,322205,
6983308,,322205,
3983730,,322205,
3983730,,322205,
3983730,,223525,
3983730,,322205,
2427427,,322230,
5396670,,322205,
5396670,,322205,
6908268,,223505,
6908268,,322205,
6530389,,322205,
6908268,,322205,
6908268,,322205,
6471188,,223505,
6481876,,322205,
6488315,,322205,
6488315,,322205,
6508510,,223505,
6691285,0000156094,322250,
6726852,,223505,
6726852,,322205,
6908268,,322205,
6908268,,322205,
6908268,,322205,
6471188,,322205,
6481876,,322205,
6530389,,223505,
6530389,,322205,
6691285,0000156108,223565,
6726852,,322205,
6488315,,322205,
6530389,,322205,
6530389,,322205,
6726852,,322205,
6908268,,322205,
6471188,,223505,
6471188,,322205,
0134252,,322205,
6481876,,322205,
6481876,,322205,
6488315,,223505,
6530389,,223505,
6530389,,322205,
6726852,,223505,
6908268,,322205,
6908268,,322205,
6471188,0001596950,223505,
7574215,0002214725,223505,
6488315,,223505,
0134252,,223505,
0000655,,223505,
6703437,,322205,
6908268,,322205,
6488315,,223505,
6488315,,322205,
6530389,,322205,
6703437,,322205,
6726852,,322205,
6897029,,322230,
6908268,,322205,
6908268,,322205,
3983730,,322205,
0000477,,322205,
6703437,,322205,
2427427,,322205,
6703437,,322205,
6726852,,322205,
6908268,,322205,
6908268,,322205,
6481876,,322205,
6488315,,223505,
6503640,,223505,
6508561,,322205,
6703437,,322205,
6726852,,322205,
6726852,,223505,
6908268,,322205,
6472982,,322205,
6481876,,223505,
6503640,,223505,
6508561,,223565,
2802783,,223505,
6530389,,322205,
6703437,,322205,
6703437,,223505,
6503640,,131210,
6530389,,322205,
6703437,,223505,
6726852,,322205,
6908268,,322205,
6908268,,322205,
6908268,,223505,
6908268,,322205,
6908268,,322205,
6908268,,223505,
6488315,,322205,
6908268,,322205,
6472982,,322250,
0000477,,322230,
6508510,,322205,
6508510,,322205,
6508960,,223505,
6726852,,322205,
6726852,,322205,
6908268,,223505,
6908268,,322205,
6508510,,322205,
0000418,,322205,
6508960,,223565,
6703437,,223505,
6726852,,322205,
6726852,,322205,
6471188,,223505,
6481876,,322205,
6481876,,322205,
6726852,,223505,
6726852,,322205,
6908268,,223505,
6908268,,322205,
0026344,0000154318,223565,
6646956,0002214741,223505,
0001546,,322230,
3302008,0000155241,322250,
0020516,,322205,
0022322,0000153842,223565,
0022403,0000153966,223565,
0022403,0000153966,322250,
0026328,,223565,
0001546,,322230,
0001546,,322205,
2711613,,322205,
0020516,,322230,
0001546,,322205,
0001546,,322220,
0020516,,223505,
0022195,0000153567,223505,
0001546,,322205,
0001546,,322205,
0001546,,322230,
0020516,,322205,
0020516,,322230,
0022195,0000153567,322245,
0001546,,322205,
0001546,,325115,
0001546,,322230,
0020516,,322205,
0020516,,322205,
0001546,,223505,
0001546,,322205,
6530389,,322205,
0001546,,223505,
0252050,,322205,
0001139,,223505,
0002062,0000153419,322245,
0020516,,322205,
0020516,,223505,
0022209,0000153575,223505,
0022276,0000153702,223565,
0026220,0000154210,322245,
2802783,,322205,
0001546,,322220,
0001546,,223505,
0265500,,322205,
0001546,,322205,
0020516,,322205,
0000426,,322205,
0020516,,322230,
3983730,,322230,
0020516,,322205,
3983730,,322205,
6726852,,322205,
6908268,,322205,
6908268,,322205,
6908268,,223505,
6908268,,322205,
6908268,,223505,
6908268,,322205,
6471188,,223505,
6471188,,223505,
6471188,,223560,
6475345,,322205,
6481876,,322205,
0000981,,322205,
0020516,,322230,
3983730,,322205,
0022438,0002399830,322245,
0001252,0000153176,223565,
0001546,,223550,
2802783,,223525,
0002070,0002400650,322245,
0020516,,322230,
0022225,0000153605,223505,
0001430,,322205,
0001546,,322230,
6946283,,322205,
0020516,,322230,
2711613,,322230,
0022225,0000153613,322245,
0022225,0000153613,223505,
0024503,0000154148,223565,
2711613,,322205,
0026301,0000154237,322245,
0001546,,322205,
2427427,,223505,
0002100,0000153443,223565,
0020516,,223505,
0020516,,322230,
0020516,,223505,
0022365,0001757504,223293,
0022373,,223565,
0001546,,223505,
0001546,,322230,
0001546,,322230,
0001546,,322230,
0002054,,322205,
0002054,,322205,
0020516,,322230,
0022373,0000153923,223565,
0001511,0000153281,322250,
0001546,,322230,
0001953,,322205,
0020516,,322230,
0001546,,322205,
0001953,,223505,
0002054,,322205,
2802783,,322205,
0020516,,322205,
2711974,,322230,
2711974,,322205,
2802783,,322205,
2802783,,322205,
2802783,,322205,
2802783,,322205,
2802783,,322205,
2711613,,322230,
2711613,,322230,
0000396,,322230,
2711974,,322205,
2711974,,322205,
2802783,,322205,
2802783,,322230,
2802783,,322205,
2711613,,322205,
2711923,,322230,
2711974,,223505,
2711974,,322205,
6481876,,223505,
2802783,,322205,
2802783,,223505,
2802783,,322205,
2802783,,322205,
2802783,,322205,
2711613,,322205,
2711613,,322205,
2711613,,322205,
2711613,,322230,
2427427,,322205,
2711613,,223505,
0024511,0000154156,223565,
2711613,,223505,
2711613,,322230,
2711974,,322205,
2711974,,322205,
2711974,,322205,
0000477,,322205,
2711974,,322230,
2711974,,322230,
2711974,,322205,
2802783,,223505,
2802783,,322205,
2802783,,223505,
2711613,,223505,
2711613,,223505,
2711923,,223505,
2711974,,223505,
2802783,,223505,
0001414,0000153257,223565,
0001546,,322205,
0001996,,322205,
0022373,0002426757,322245,
0001996,,516220,
2711974,,322205,
6908268,,322205,
2711974,,322230,
2802783,,223505,
2802783,,322205,
2711923,,322205,
2711923,,322230,
2711923,,322205,
0000418,,322230,
2711923,,322205,
2711923,,322205,
2711974,,322205,
0002054,,322205,
2711974,,322205,
2752824,0000154865,322245,
2802783,,322230,
2802783,,322230,
2802783,,322205,
2802783,,322205,
2711923,,322205,
2711974,,223505,
2711974,,322205,
2711974,,322230,
2802783,,322205,
2802783,,322205,
2802783,,322205,
2802783,,322205,
2427427,,322205,
2711613,,223505,
2711613,,234415,
2711613,,223505,
2802783,,322230,
2711923,,322230,
2711923,,322205,
2711974,,322230,
2752824,0000154881,223565,
2802783,,322205,
2802783,,322205,
2711923,,322205,
2711923,,322205,
2711923,,223505,
2711923,,223505,
2711974,,322230,
2711974,,322230,
2802783,,322205,
2802783,,223505,
2802783,,322205,
2802783,,322205,
2711613,,322230,
2711923,,322205,
2711923,,322230,
2711974,,322230,
2802783,,223505,
2802783,,322205,
2802783,,322205,
2711613,,322230,
2711613,,322230,
2711974,,131205,
2711613,,322205,
2711974,,322205,
2711974,,223505,
2711974,,322230,
2802783,,322205,
2802783,,322205,
2802783,,322205,
3983730,,322205,
2802783,,223505,
2802783,,322205,
2802783,,322205,
2711974,,322205,
2711974,,223505,
0000418,,322205,
2711974,,322205,
2802783,,322205,
2802783,,322205,
2802783,,322205,
2711613,,223505,
2711613,,322230,
0000655,,322230,
2711974,,223505,
2711974,,322205,
2711974,,223505,
2711974,,322205,
2711974,,223505,
2802783,,322205,
2802783,,322205,
2711613,,322205,
0001015,,322205,
2711613,,322205,
2711613,,322230,
2711613,,322205,
2711613,,322230,
2711974,,322205,
2711974,,322205,
2711974,,223505,
2711974,,223505,
0000396,,223505,
2802783,,322205,
2802783,,322205,
2802783,,322205,
2802783,,322205,
2711613,,322230,
2711923,,322205,
0000396,,322230,
2711974,,223505,
2711974,,322230,
2802783,,322205,
2802783,,322205,
6908268,,322205,
2711613,,322205,
2711613,,223505,
2711974,,322205,
0252050,,223505,
0265500,,322205,
0265500,,223505,
0265500,,322205,
2319160,,223505,
0134252,,322205,
0134252,,322205,
0134252,,322205,
0134252,,322205,
0134252,,322205,
2319160,,223505,
2319160,,223505,
2319160,,322205,
0026336,0000154288,223565,
2319160,,223505,
3983730,,223505,
0028088,0000154466,223565,
0029130,0000154768,223565,
3983730,,223505,
0134252,,322205,
0134252,,322205,
0134252,,223505,
0134252,,322205,
0134252,,223505,
0134252,,223505,
0134252,,322205,
0134252,,322205,
0134252,,322205,
0265500,,322205,
0399078,,223505,
3639827,0002399652,223565,
0028088,0002400448,322250,
0029130,0002414139,223565,
0029130,0002414139,223565,
0134252,,322205,
0134252,,223505,
0134252,,322205,
0134252,,322205,
0265500,,322205,
0399078,,223505,
2319160,,223505,
0028657,,516220,
0134252,,322205,
0134252,,322205,
0134252,,223505,
2802783,,223505,
0134252,,322205,
0134252,,322205,
0134252,,322205,
0134252,,223505,
0134252,,223505,
0134252,,322205,
0134252,,322205,
2802783,,322205,
0020516,,322205,
2802783,,322205,
2802783,,322205,
2802783,,322205,
2711613,,223505,
2711613,,322205,
2711613,,322205,
3983730,,322230,
2427427,,223525,
2427427,,223505,
2427427,,223505,
0113964,,322230,
0134252,,223505,
6908268,,322205,
0134252,,322205,
0134252,,322205,
0134252,,322205,
0134252,,223505,
0134252,,322205,
0026387,0000154385,223565,
0028363,,223505,
0113964,,322230,
0134252,,322205,
0134252,,322205,
0134252,,223505,
0134252,,322205,
0134252,,322205,
0134252,,322205,
0134252,,223505,
0134252,,322205,
0134252,,322225,
0407070,,322205,
2319160,,223505,
0134252,,322205,
0265500,,223505,
0265500,,322205,
0265500,,322205,
2427427,,322205,
2427427,,223505,
0028932,,223505,
0134252,,322205,
0134252,,322205,
0134252,,223505,
0134252,,223505,
0134252,,322205,
0265500,,223505,
6908268,,223505,
2319160,,223505,
0029122,0000154725,223565,
0029122,0000154725,322250,
0134252,,322205,
0134252,,322205,
0265500,,322205,
0797308,,322205,
2427427,,322205,
0797316,,322205,
2319160,,223505,
0134252,,223505,
0134252,,322205,
2319160,,322205,
0000671,,223545,
0028061,0000154458,223565,
0028061,0000154458,322245,
0028975,0001888447,322425,
0134252,,322205,
0134252,,223505,
2427427,,322205,
5320380,0000155780,322245,
2427427,,322230,
2427427,,322230,
2427427,,322205,
2711613,,322205,
2711613,,223505,
2427427,,223525,
2427427,,322205,
2427427,,322205,
2427427,,322205,
0265500,,322205,
0407070,,322205,
0028096,0000154490,223565,
0113964,,322230,
0134252,,322205,
0134252,,322205,
0134252,,223505,
0134252,,322205,
0134252,,223505,
0265500,,322205,
0028096,0000154504,322245,
0113964,,322230,
0113964,,322230,
0113964,,322230,
0134252,,322205,
0134252,,322205,
0134252,,223505,
0265500,,322205,
2427427,,322205,
0113964,,223505,
0113964,,223505,
0113964,,223505,
0134252,,322205,
0134252,,223505,
0134252,,322205,
6481876,,322205,
0134252,,322205,
0134252,,322205,
0134252,,322205,
7958838,,322205,
0265500,,322205,
0265500,,322205,
0265500,,322205,
2319160,,322205,
0026379,0000154377,223565,
0000418,,223505,
0028363,,322205,
0134252,,223505,
0134252,,322205,
0134252,,322205,
0134252,,322205,
0134252,,322205,
0134252,,322205,
0265500,,322205,
0265500,,223505,
2319160,,223505,
2427427,,322230,
2427427,,223505,
2427427,,322230,
2427427,,322205,
6983669,,322205,
2427427,,322205,
2427427,,322205,
0020516,,322230,
2427427,,322205,
2427427,,223545,
2711613,,322205,
2427427,,322205,
2427427,,223505,
2427427,,223505,
2427427,,322205,
2427427,,322205,
2427427,,322205,
3983730,,322205,
2427427,,223505,
2427427,,322205,
2427427,,223525,
0000477,,223505,
2637294,,223505,
2711605,,223505,
2711613,,322205,
2711613,,322205,
2427427,,322205,
2427427,,322230,
2427427,,322230,
2427427,,322230,
2427427,,322205,
3983730,,322205,
2427427,,223505,
2802783,,223560,
2427427,,322205,
3131572,0000155047,223565,
2427427,,223545,
6475345,,223505,
2427427,,322205,
2427427,,322205,
2427427,,322205,
3983730,,322205,
2427427,,322205,
2427427,,322230,
2427427,,322230,
2427427,,322205,
2427427,,322205,
